category,link,name,Ingredients,Preparation,Tags
recipe,/recipes/food/views/fast-favorite-garlic-dill-pickles-230707,Favorite Dill Pickles,"['8-10 small pickling cucumbers (about 3 pounds/1.5kg)', '2 cups (500 mL) white vinegar', '2 cups (500 mL) water', '2 tablespoons (25 mL) pickling salt', '4 heads fresh dill or 4 teaspoons dill seeds (20 mL)', '4 small cloves garlic']","['Cut a thin slice from the ends of each cucumber', 'Meanwhile, combine vinegar, water, and salt in a saucepan and bring to a boil.', 'Remove hot jars from canner. Place 1 head fresh dill or 1 tsp (5 mL) dill seeds and 1 clove garlic into each jar; pack in cucumbers. Pour boiling vinegar mixture over cucumbers to within 1/2 inch (1 cm) of rim (head space). Process 10 minutes for pint (500 mL) jars and 15 minutes for quart (1 L) jars as directed for Longer Time Processing Procedure.', 'Tip\nGarlic may turn blue or green in the jar. Nothing to be alarmed about, it is only the effect of the acid on the natural pigments in the garlic.']","['American', 'Garlic', 'Side', 'Vinegar', 'Cucumber', 'Dill', 'Boil', 'Fat Free', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Dairy Free', 'Wheat/Gluten-Free', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'No Sugar Added', 'Kosher']"
recipe,/recipes/food/views/kale-and-cucumber-salad-with-roasted-ginger-dressing,Kale and Cucumber Salad with Ginger Dressing,"['8 ounces fresh ginger', '1 green or red Thai chile', '1 garlic clove', '3 tablespoons fish sauce', '3 tablespoons sugar', '3 tablespoons vegetable oil', '1 bunch small Red Russian kale, ribs and stems removed, leaves torn into bite-size pieces', '1 English hothouse cucumber, very thinly sliced', '3 Persian cucumbers, very thinly sliced', '1 small red onion, thinly sliced', '2 tablespoons fresh lime juice', '2 teaspoons sugar', 'Kosher salt', '1 bunch cilantro, coarsely chopped', '1/4 cup store-bought fried onions']","['Heat broiler. Broil ginger in its skin, turning once, until very dark brown and beginning to scorch in places and a paring knife passes through the center with relative ease, 40–50 minutes (if skin is getting too dark before flesh is tender, turn down the heat or move to the oven). Let cool; slice (leave on the skin).', 'Pulse ginger, chile, garlic, fish sauce, sugar, oil, and 2 Tbsp. water in a food processor, adding additional water by tablespoonfuls if needed, until a smooth paste forms.', 'Toss kale and 1/4 cup dressing in a large bowl to coat; massage with your fingers until kale is slightly softened.', 'Toss English and Persian cucumbers, onion, lime juice, and sugar in a medium bowl to combine; season generously with salt. Let sit 10 minutes to allow cucumbers and onion to soften slightly.', 'Add cucumber mixture to bowl with kale and toss to combine, adding additional dressing if desired. Serve topped with cilantro and fried onions.', 'Dressing can be made 3 days ahead. Cover and chill.']","['Bon Appétit', 'Thanksgiving', 'Salad', 'Kale', 'Cucumber', 'Ginger', 'Fall', 'Chile Pepper']"
recipe,/recipes/food/views/chilled-beet-soup-with-buttermilk-cucumbers-and-dill-chlodnik,"Chilled Beet Soup with Buttermilk, Cucumbers, and Dill (Chlodnik)","['1 pound beets with greens (about 2 medium beets)', 'Kosher salt', '2 Kirby cucumbers, peeled, coarsely grated (about 1 cup)', '1 kosher dill pickle, coarsely grated (about 1/2 cup), plus 1/2 cup pickle brine', '1 1/2 cups buttermilk or kefir (preferably low- or full-fat)', '3/4 cup sour cream', '2 tablespoons chopped scallions', 'Freshly ground black pepper', '4 hard-boiled eggs, halved', '4 teaspoons finely chopped dill']","['Using a large knife, separate greens and stems from beets. Thoroughly wash greens and stems; set aside. Scrub beets, transfer to a medium pot, and cover with 1"" water. Cover pot and bring to a boil. Reduce heat to medium, uncover, and cook until beets are tender when pierced with a knife, about 10 minutes. Drain beets; discard cooking liquid. Let cool.', 'Meanwhile, chop beet greens and stems. Transfer to a large pot and add 1/2 tsp. salt and 4 cups water. Bring to a boil, then reduce heat to medium and simmer, without boiling, until greens are tender, about 5 minutes. Let cool to room temperature, about 30 minutes.', 'Peel and coarsely grate beets, preferably wearing gloves. Add to pot with cooled greens. Gently stir in cucumbers, pickle, pickle brine, buttermilk, sour cream, and scallions. Season with salt and pepper.', 'Cover pot and chill soup at least 30 minutes. Adjust seasonings, if desired. Divide soup among bowls; top with eggs and dill.', 'Soup can be made 2 days ahead; cover and chill.']","['Soup/Stew', 'Summer', 'Freeze/Chill', 'Beet', 'Egg', 'Sour Cream', 'Dill', 'Eastern European/Russian', 'European', 'Dinner', 'Lunch', 'Vegetarian', 'Pescatarian', 'Wheat/Gluten-Free', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'No Sugar Added', 'Kosher']"
recipe,/recipes/food/views/flatbread-with-fava-beans-cucumbers-and-burrata,"Flatbread with Fava Beans, Cucumbers, and Burrata","['2 cups shelled fava beans (from about 2 pounds pods)', 'Kosher salt', '2 tablespoons fresh lemon juice', '2 tablespoons olive oil, plus more for grill', 'Freshly ground black pepper', '2 Persian cucumbers, thinly sliced', '2 tablespoons unseasoned rice vinegar', '1/2 Garlic-Herb Naan or 1 pound store-bought pizza dough, room temperature, halved', '2 (8-ounce) balls burrata or fresh mozzarella, drained', 'Basil leaves (for serving)', '1 teaspoon toasted sesame seeds', 'Flaky sea salt']","['Cook fava beans in a medium saucepan of boiling salted water until tender, about 4 minutes. Using a mesh sieve, transfer to a colander set in a bowl of ice water. Drain and peel. Combine lemon juice, 2 Tbsp. oil, and half of fava beans in a medium bowl and lightly mash with a fork. Stir in remaining fava beans; season with kosher salt and pepper.', 'Combine cucumbers and vinegar in a medium bowl; season with kosher salt. Let sit until slightly softened, 10–12 minutes.', 'Prepare a grill for medium-high, indirect heat (for a charcoal grill, bank coals on one side of grill; for a gas grill, leave one or two burners off); lightly oil grate. Working with 1 piece of dough at a time, gently stretch to about a 10x8"" oval. Grill over direct heat, turning and rotating as needed, until bread is stiff and both sides are lightly charred, about 3 minutes total. Move to indirect heat to keep warm while you grill the remaining piece of dough.', 'Transfer flatbreads to a work surface. Tear burrata into pieces and divide between flatbreads; top with fava bean mixture, cucumbers, and basil. Sprinkle with sesame seeds, sea salt, and pepper.', 'Fava beans can be cooked 3 days ahead. Cover and chill.']","['Bon Appétit', 'Basil', 'Flat Bread', 'Cheese', 'Cucumber', 'Bean', 'Mediterranean', 'Appetizer', 'Lunch', 'Grill', 'Vegetarian', 'Pescatarian', 'Wheat/Gluten-Free', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'No Sugar Added', 'Kosher']"
recipe,/recipes/food/views/moroccan-skirt-steak-salad-with-chermoula,Moroccan Skirt Steak Salad With Chermoula,"['1 pound skirt steak, sliced crosswise into 5–6-inch-long pieces', '1/2 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '1/2 cup Blender Chermoula Sauce', 'Vegetable oil (for grill)', '2 medium carrots, shaved into long thin ribbons', '2 small Persian cucumbers, thinly sliced into rounds', '6 cups baby arugula', '1/4 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '1 cup (packed) mixed herb leaves, such as parsley, cilantro, and mint, divided', '1/2 cup Blender Chermoula Sauce, divided', '1/4 cup crumbled feta', '1/4 cup pomegranate seeds']","['Season steak with salt and pepper. Place steak in a large resealable bag or bowl. Pour chermoula over, toss to coat, then let rest at room temperature at least 1 hour.', 'Prepare a grill for medium-high heat or heat grill pan over medium-high; lightly oil grate or pan. Remove steak from marinade; discard marinade. Grill steak until an instant-read thermometer inserted into the center registers 125°F, 2–3 minutes per side for medium-rare. Transfer to a cutting board and let rest 10 minutes before slicing against the grain.', 'Toss carrots, cucumbers, arugula, salt, pepper, 1/2 cup herbs, and 1/4 cup chermoula sauce in a large bowl. Divide salad among 4 plates. Top with steak and remaining 1/2 cup herbs. Drizzle salads with remaining 1/4 cup chermoula sauce. Top with feta and pomegranate seeds.', 'Steak can be marinated 10 hours ahead; chill in bag. Let steak come to room temperature at least 1 hour before cooking.']","['Moroccan', 'Steak', 'Salad', 'Sauce', 'Cilantro', 'Parsley', 'Cucumber', 'Arugula', 'Pomegranate', 'Feta', 'Dinner', 'Flaming Hot Summer', 'Wheat/Gluten-Free', 'Peanut Free', 'Soy Free', 'No Sugar Added']"
recipe,/recipes/food/views/cucumber-and-raisin-relish-with-mustard-seeds,Cucumber and Raisin Relish With Mustard Seeds,"['1/2 cup apple cider vinegar', '2 tablespoons light brown sugar', '2 teaspoons kosher salt', '2 teaspoons mustard powder', '1 medium cucumber (about 1/2 pound), cut into 1/4 inch pieces', '1/3 cup finely chopped onion', '2 ounces golden raisins (about 1/3 cup)', '2 teaspoons mustard seeds']","['Bring vinegar, brown sugar, salt, mustard powder, and 1/2 cup water to a boil in a medium pot over high heat, stirring occasionally, until sugar and salt dissolve, about 5 minutes.', 'Place cucumber, onion, raisins, and mustard seeds in a heatproof resealable container. Pour hot brining liquid over cucumber mixture; stir to combine. Let cool to room temperature, then cover and chill at least 2 hours before serving. Serve cool or at room temperature.']","['Condiment', 'Raisin', 'Cucumber', 'Side', 'Pickles', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy Free', 'Wheat/Gluten-Free', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'Kosher']"
recipe,/recipes/food/views/fresh-dill-cucumbers-with-lemon,Fresh Dill Cucumbers with Lemon,"['1 pound Persian or kirby cucumbers, thinly sliced lengthwise on a mandoline', '1/4 cup coarsely chopped fresh dill', '1 teaspoon kosher salt', 'Freshly ground black pepper', '1 tablespoon finely grated lemon zest', '1 tablespoon fresh lemon juice']","['Combine cucumbers, dill, and salt in a medium bowl; season with pepper and toss to coat. Cover and chill 30 minutes.', 'Drain cucumbers and place in a clean bowl. Top with lemon zest and juice.', 'Cucumbers can be salted up to 4 hours ahead. Keep chilled.']","['Bon Appétit', 'Cucumber', 'Salad', 'Dill', 'Healthy', 'Vegetarian', 'Kid-Friendly', 'Small Plates']"
recipe,/recipes/food/views/crispy-pork-lettuce-wraps-with-spicy-cucumbers-56390119,Crispy Pork Lettuce Wraps,"['1 (12-ounce) piece skin-on pork belly (about 4x3 1/2x1 1/4"")', 'Kosher salt, freshly ground pepper', '2 tablespoons light brown sugar, divided', '4 chiles de árbol', '2 star anise pods', '2 tablespoons soy sauce', '2 Persian or kirby cucumbers, thinly sliced', '2 scallions, thinly sliced', '1/2 red chile (such as Fresno or jalapeño), thinly sliced', '2 tablespoons unseasoned rice wine vinegar', '3 tablespoons gochujang (Korean red pepper paste)', '3 tablespoons white miso', '1 small head of lettuce (such as Little Gem or romaine hearts), torn', '1/2 bunch mint', '1/2 cup kimchi (optional)', 'Gochujang, a mixture of miso and hot chiles, is available at Korean markets and online.']","['Diagonally score fat side of pork belly, cutting through fat but stopping at flesh and spacing about 1/4"" apart. Season pork with salt and pepper and sprinkle with 1 tablespoon brown sugar. Wrap tightly in plastic wrap and let sit at least 2 hours, or chill up to 2 days.', 'Preheat oven to 400°F. Unwrap pork and place in the smallest baking dish you can. Add chiles de árbol, star anise, soy sauce, remaining 1 tablespoon brown sugar, and 1 1/4 cups water. Roast until most of fat has rendered, meat is tender, and top is browned and crisp, 2–2 1/2 hours.', 'Meanwhile, toss cucumbers, scallions, red chile, and vinegar in a small bowl to combine. Mix gochujang and miso in another small bowl.', 'Transfer pork to a cutting board; let rest 10 minutes. Pour off pan juices into a measuring glass. Skim fat from surface.', 'Slice pork into 1/2"" slices, transfer to a platter, and pour pan juices over. Serve with lettuce for wrapping and cucumber salad, mint, kimchi (if using), and gochugang-miso mixture for topping.', 'Pork can be cooked 2 days ahead. Let cool; cover and chill. Reheat before serving.']","['Pork', 'Kid-Friendly', 'Dinner', 'Lunch', 'Mint', 'Cucumber', 'Cabbage', 'Lettuce', 'Bon Appétit', 'Dairy Free', 'Peanut Free', 'Tree Nut Free', 'Small Plates']"
recipe,/recipes/food/views/miso-cured-black-cod-with-chilled-cucumbers-56389995,Miso-Cured Black Cod with Chilled Cucumbers,"['3/4 pound skin-on black cod fillet', 'Kosher salt', '3/4 cup white miso', '3 tablespoons mirin', '3 tablespoons sake', '1 8x2"" piece dried kombu', '1 ounce shaved katsuobushi (dried bonito flakes; about 4 cups)', '2 tablespoons unseasoned rice vinegar', '4 teaspoons sugar', '4 Japanese or Persian cucumbers', 'Kosher salt', '1 1"" piece ginger, peeled, cut into very thin matchsticks', 'Find katsuobushi at Japanese markets or online.']","['Slice cod 3/4"" thick, leaving skin on and bones in (the bones will slip right out when fish is cooked). Season very lightly with salt and place on a paper towel.lined baking sheet. Cover with another paper towel and chill 1 hour (this will draw out some moisture and any fishy flavors).', 'Combine miso and mirin in a small bowl. Wet 2 paper towels (you can also use cheesecloth) with sake and squeeze out any excess. Spread half of miso mixture in a 13x9"" baking dish in a thin, even layer. Cover with a sake-moistened paper towel. Arrange cod in a single layer on top. Cover with the other sakemoistened towel. Spread remaining miso mixture over towel. Cover; chill 3 days.', 'Preheat broiler. Transfer cod to a rimmed baking sheet; discard miso mixture and paper towels. Broil cod until golden brown around the edges and cooked through, about 4 minutes. Let cool slightly, then pull out bones.', 'Soak kombu in 2 cups cold water in a small saucepan at room temperature 2 hours, or chill up to 12 hours.', 'Bring to a bare simmer over medium heat. Discard kombu and bring liquid to a boil. Add katsuobushi; simmer 1 minute (reduce heat if needed). Strain through a paper towel or cheesecloth-lined sieve into a small bowl; discard solids. Let dashi cool.', 'Bring vinegar, sugar, and 2 tablespoons water to a boil in a clean small saucepan. Remove from heat and stir to dissolve sugar. Let sweet vinegar cool.', 'Slice cucumbers in half lengthwise. If using Japanese cucumbers, scrape out seeds with a small spoon. Slice cucumbers into very thin half moons. Toss in a small bowl with a few pinches of salt. Let sit until salt begins to draw out water from cucumbers, about 5 minutes. Massage cucumbers, gently at first to keep them from breaking, then more vigorously as they start to expel water, until swimming in water. Rinse in several changes of water; squeeze out excess liquid. Place cucumbers in a clean small bowl and chill until cold, about 1 hour.', 'After cucumbers have chilled 30 minutes, place ginger and 1 cup water in a small bowl; soak 30 minutes to soften its pungency. Drain.', 'Add sweet vinegar and 3/4 cup dashi to cucumbers (reserve remaining dashi for another use). Season with salt. Divide cod among shallow bowls. Top with cucumbers and ginger. Pour any cucumber liquid over.', 'Dashi and sweet vinegar can be made 1 day ahead; cover and chill separately. Chilled cucumbers can be made 1 day ahead; keep chilled.']","['Japanese', 'Broil', 'Cod', 'Healthy', 'Low Cholesterol', 'Bon Appétit']"
recipe,/recipes/food/views/cold-asian-noodle-salad-with-chicken-and-cucumbers-56389799,Cold Asian Noodle Salad,"['1 pound wide rice noodles', '8 cups shredded cooked chicken', '4 small cucumbers, thinly sliced (about 3 cups)', '1/3 cup fresh basil leaves, torn', '1/3 cup fresh cilantro leaves, torn', '1/3 cup fresh mint leaves, torn', '1/4 cup fish sauce (such as nam pla or nuoc nam)', '1/4 cup fresh lime juice', '1/4 cup honey', '1/4 cup soy sauce', 'Hot chili paste (such as sambal oelek)']","['Cook noodles according to package directions. Drain, transfer to a large bowl of ice water, drain again, then pat dry. Transfer noodles to another large bowl and add chicken, cucumbers, basil, cilantro, and mint.', 'Whisk fish sauce, lime juice, honey, and soy sauce in a medium bowl. Season with hot chili paste. Add fish sauce mixture to noodle salad and stir to combine. Serve immediately.', 'Noodle salad can be chilled for up to 1 day. Stir before serving and serve cold.']","['Asian', 'Salad', 'Chicken', 'Kid-Friendly', 'Dinner', 'Lunch', 'Basil', 'Cucumber', 'Hot Pepper', 'Healthy', 'Noodle', 'Dairy Free', 'Peanut Free', 'Tree Nut Free', 'Small Plates']"
recipe,/recipes/food/views/cucumbers-with-scallions-and-chili-oil-56389645,Cucumbers with Scallions and Chili Oil,"['1 pound Persian or English hothouse cucumbers', '1 teaspoon kosher salt', '3 sliced scallions', '3 tablespoons unseasoned rice vinegar', '1 teaspoon toasted sesame seeds', 'Chili oil (drizzle)']","['Gently smack 1 pound Persian or English hothouse cucumbers with a rolling pin or the bottom of a heavy pot until they begin to break apart. Tear into bite-size pieces. Transfer to a colander; toss with 1 teaspoon kosher salt. Let sit 10 minutes to drain excess liquid.', 'Transfer cucumbers to a medium bowl and toss with 3 sliced scallions, 3 tablespoons unseasoned rice vinegar, and 1 teaspoon toasted sesame seeds. Taste and adjust seasoning with salt. Drizzle with chili oil.']","['Side', 'Low Carb', 'Low Fat', 'Kid-Friendly', 'Quick & Easy', 'Low Cal', 'Cucumber', 'Spring', 'Summer', 'Healthy', 'Bon Appétit', 'Sugar Conscious', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy Free', 'Wheat/Gluten-Free', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'No Sugar Added', 'Kosher', 'Small Plates']"
recipe,/recipes/food/views/strawberry-cucumber-salad-with-lemon-cream-56389861,Strawberry-Cucumber Salad with Lemon Cream,"['4 cups quartered hulled strawberries (from 1 pound whole)', '3 sliced Persian cucumbers', '1 teaspoon sugar', '1/2 teaspoon ground cardamom', 'A pinch of salt', '1/2 cup crème fraîche', '2 teaspoons sugar', '1 teaspoon fresh lemon juice', 'A pinch of salt', '1/4 cup unsalted, roasted pistachios', 'A pinch of cayenne pepper', 'A pinch of salt']","['Toss 4 cups quartered hulled strawberries (from 1 pound whole), 3 sliced Persian cucumbers, 1 teaspoon sugar, 1/2 teaspoon ground cardamom, and a pinch of salt in a medium bowl and let sit 10 minutes to allow sugar to dissolve and flavors to meld.', 'Meanwhile, mix 1/2 cup crème fraîche, 2 teaspoons sugar, 1 teaspoon fresh lemon juice, and a pinch of salt in a small bowl; set lemon cream aside.', ""Pulse 1/4 cup unsalted, roasted pistachios, a pinch of cayenne pepper, and a pinch of salt in a food processor until nuts are just finely ground (do not overprocess or you'll end up with nut butter)."", 'Divide fruit salad among plates and spoon some of the reserved lemon cream over; sprinkle with ground seasoned pistachios.', 'Lemon cream can be made 8 hours ahead. Cover and chill.']","['Salad', 'Dessert', 'Side', 'Kid-Friendly', 'Quick & Easy', 'Strawberry', 'Pistachio', 'Cucumber', 'Summer', 'Bon Appétit', 'Vegetarian', 'Pescatarian', 'Wheat/Gluten-Free', 'Peanut Free', 'Soy Free', 'Kosher', 'Diabetes-Friendly', 'Small Plates']"
recipe,/recipes/food/views/ginger-dill-pickles-56389773,Ginger-Dill Pickles,"['1 (1-inch) piece ginger, peeled, thinly sliced legthwise', '4 garlic cloves, halved', '2 cups white wine vinegar', '1/2 cup sugar', '2 tablespoons kosher salt', '2 teaspoons coriander seeds', '10 Persian cucumbers, quartered', '12 sprigs dill']","['Bring ginger, garlic, vinegar, sugar, salt, coriander seeds, and 2 cups water to a boil in a medium pot over high heat, stirring occasionally. Reduce heat to medium-low and simmer 10 minutes.', 'Place cucumbers and dill in a heatproof resealable container or jar (divide among several containers if necessary). Pour hot brining liquid over cucumbers and dill. Let cool to room temperature, then cover and chill at least 2 hours before serving.']","['Ginger', 'Low Fat', 'Kid-Friendly', 'Low Cal', 'Cucumber', 'Healthy', 'Vegan', 'Dill', 'Small Plates']"
recipe,/recipes/food/views/sweet-and-sour-pickles-56389775,Sweet and Sour Pickles,"['2 cups apple cider vinegar', '1/2 cup (packed) brown sugar', '10 whole cloves', '3 whole star anise pods', '2 tablespoons kosher salt', '1 tablespoon dried mustard powder', '1 tablespoon mustard seeds', '1/2 teaspoon black peppercorns', '2 medium yellow squash (about 1/2 pound), thinly sliced crosswise']","['Bring vinegar, brown sugar, cloves, star anise, salt, mustard powder, mustard seeds, peppercorns, and 2 cups water to a boil in a medium pot over high heat, stirring occasionally. Reduce heat to medium-low and simmer 10 minutes.', 'Place squash in a heatproof resealable container or jar (divide among several containers if necessary). Pour hot brining liquid over squash. Let cool to room temperature, then cover and chill at least 2 hours before serving.']","['Low Fat', 'Kid-Friendly', 'Low Cal', 'Healthy', 'Vegan', 'Anise', 'Clove', 'Yellow Squash', 'Small Plates']"
recipe,/recipes/food/views/charred-romaine-greek-salad-with-quinoa-crusted-feta-56389585,Charred Romaine Greek Salad With Quinoa-Crusted Feta,"['1/2 cup (2 ounces /60 grams) Kalamata olives, finely chopped', '1/2 cup parsley, dill, and mint, chopped', '1/4 cup red onion, finely chopped', '1/4 cup (2 ounces/60 milliliters) red wine vinegar', '6 tablespoons (3 ounces/90 milliliters) extra-virgin olive oil', '1/4 cup (1 ounce/30 grams) quinoa flour', '1 large egg white', '1 cup (6 ounces/180 grams) Basic Quinoa or Pilaf-Style Quinoa', '1 teaspoon dried oregano', '1 teaspoon red pepper flakes', '8 ounces/225 grams feta cheese, drained and cut into 3/4-inch/2-centimeter slices', 'Vegetable oil for frying', '4 heads romaine lettuce, washed and dried', 'Salt and freshly ground black pepper', 'Extra-virgin olive oil', '2 cups (12 ounces/360 grams) Skillet-Toasted Quinoa or Pilaf-Style Quinoa, warmed', '1 1/4 cups Sweet and Tangy Roasted Tomatoes', '1 English cucumber, scrubbed, ends trimmed, and cut into 1/2-inch/1.25-centimeter half moons', 'Pepperoncini', 'Lemon wedges']","['1. In a medium bowl, stir together the olives, herbs, onion, vinegar, and oil. Set aside.', '2. Spread the quinoa flour out on a large plate. Beat the egg white in a small bowl. Combine the quinoa with the oregano and red pepper flakes and spread it out on a second large plate. Coat each slice of feta with quinoa flour, dip it in the egg white, and then coat it in the quinoa mixture, pressing down to adhere. Add enough oil to a large skillet to reach 1/2 inch/1.25 centimeters up the sides of the skillet. Heat the oil over medium-high heat until shimmering. Cook the feta until the quinoa is crisp and the cheese looks melted, about 2 minutes per side. With tongs or a spatula, carefully transfer the feta onto a cutting board. Cut each slice crosswise into roughly 1 inch/2.5-centimeter pieces.', ""3. Adjust an oven rack to the uppermost position and set the broiler to high (don't adjust the rack if you have a broiler drawer). Remove and discard any of the lettuce's outermost leaves that are damaged. Cut each head in half lengthwise. Line 2 rimmed baking sheets with foil. Arrange the lettuce halves, cut side up, on the baking sheets. Season them with salt and pepper and drizzle them with olive oil. Turn them cut side down."", '4. Broil one of the baking sheets of lettuce until it begins to char, 1 to 3 minutes. Remove it from the oven, turn the lettuce halves cut side up, and broil until charred, 1 to 3 minutes longer. Set the baking sheet on a cooling rack and repeat with the second tray.', '5. Divide the lettuce among 8 plates. Top each lettuce half with a 1/4 cup of quinoa, roasted tomatoes, and cucumber slices. Stir the vinaigrette to recombine it and spoon some over each salad. Top with the feta and serve with pepperoncini and lemon wedges.']","['Salad', 'Low Fat', 'Vegetarian', 'Kid-Friendly', 'Low Cal', 'Wheat/Gluten-Free', 'Dinner', 'Lunch', 'Salad Dressing', 'Healthy', 'Low Cholesterol', 'Pescatarian', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'No Sugar Added', 'Kosher', 'Small Plates']"
recipe,/recipes/food/views/-lentils-with-cucumbers-chard-and-poached-egg-51260640,"Lentils with Cucumbers, Chard, and Poached Egg","['1 tablespoon distilled white vinegar', '4 large eggs', '2 cups cooked black lentils, green lentils, or chickpeas (from about 1 cup uncooked)', '2 scallions, thinly sliced', '2 tablespoons coarsely chopped fresh dill, plus small sprigs for serving', '1 teaspoon finely grated lemon zest', '2 tablespoons fresh lemon juice, divided', 'Kosher salt, freshly ground pepper', '2 small cucumbers, thinly sliced', ""1 tablespoon za'atar, plus more for serving"", '1 tablespoon olive oil', '1 large bunch Swiss chard, ribs and stems removed, leaves torn into 2"" pieces', '1 garlic clove, finely grated (optional)', ""Za'atar is available at Middle Eastern markets and specialty foods stores, or online.""]","['Bring about 2"" water to a boil in a large saucepan; reduce heat so water is at a gentle simmer and add vinegar, which helps the whites coagulate. Crack an egg into a small bowl, then gently slide it into water. Repeat with remaining eggs, waiting until whites are starting to set before adding the next one (about 30 seconds apart). After about 3 minutes, whites should be set and yolks still runny. Using a slotted spoon, transfer eggs to paper towels as they are done.', ""Combine lentils, scallions, dill, lemon zest, and 1 tablespoon lemon juice in a medium bowl; season with salt and pepper. Toss cucumbers with 1 tablespoon za'atar and remaining 1 tablespoon lemon juice in a small bowl; season with salt and pepper. Heat oil in a medium skillet over medium. Add Swiss chard by the handful, tossing and letting it cook down a bit before adding more, and cook until tender; season with salt and pepper. Stir in garlic, if using, and set aside."", ""Divide lentils among bowls and top each with some chard, cucumbers, a few dill sprigs, and a poached egg. Sprinkle with more za'atar.""]","['Egg', 'Breakfast', 'Brunch', 'Low Carb', 'Low Fat', 'Kid-Friendly', 'High Fiber', 'Lunch', 'Cucumber', 'Lentil', 'Healthy', 'Chard', 'Bon Appétit', 'Wheat/Gluten-Free', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'No Sugar Added', 'Small Plates']"
recipe,/recipes/food/views/all-green-salad-with-citrus-vinaigrette-56389342,All Green Salad with Citrus Vinaigrette,"['2 tablespoons finely chopped shallot', '2 tablespoons red wine vinegar', '1/2 teaspoon finely grated lemon zest, plus 1 tablespoon fresh lemon juice', '1 tablespoon fresh orange juice', '2 teaspoons honey', '1/3 cup extra-virgin olive oil', 'Kosher salt and freshly ground pepper', 'Kosher salt', '2 bunches asparagus (about 1 1/2 pounds), ends trimmed and cut on a diagonal into 1-inch pieces', '1 romaine heart, roughly chopped', '1 English hothouse cucumber, trimmed, halved lengthwise, and thinly sliced', '1 ripe avocado, cut into 1/2-inch cubes', '15 basil leaves, torn', '1/3 cup torn fresh dill fronds', 'Freshly ground black pepper']","['Whisk shallot, vinegar, lemon zest, lemon juice, orange juice, and honey in a medium bowl until combined. Add oil in a steady stream, whisking constantly, until combined. Season with salt and pepper; set aside.', 'Bring a large pot of salted water to a boil; prepare a large bowl of ice water and a rimmed baking sheet lined with paper towels. Add asparagus to the boiling water and cook until crisp tender, 1-2 minutes. Remove with a slotted spoon or spider and immediately plunge into the ice water until chilled, then use slotted spoon to transfer asparagus to baking sheet to drain.', 'In a large bowl, combine romaine, cucumber, avocado, basil, dill, and blanched asparagus. Drizzle with desired amount of dressing, season with salt and pepper, and toss gently to combine. Serve salad with remaining dressing on the side.']","['Salad', 'Passover', 'Kid-Friendly', 'Quick & Easy', 'Basil', 'Asparagus', 'Avocado', 'Cucumber', 'Sugar Snap Pea', 'Small Plates']"
recipe,/recipes/food/views/crushed-cucumbers-with-lime-pickle-and-coconut-51248470,Crushed Cucumbers with Lime Pickle and Coconut,"['1 large English hothouse cucumber, sliced into 1/2""-thick rounds', '1/4 cup prepared lime pickle, very finely chopped until almost a paste', 'Kosher salt', '2 tablespoons fresh mint leaves', '2 tablespoons small dill sprigs', '1 tablespoons chili oil', '2 tablespoons Asian fried garlic (optional)', 'MSG (optional; for serving)', '1/2 cup unsweetened coconut milk']","['Crush cucumber in a medium bowl with your hands until almost falling apart. Add lime pickle and toss to combine; season with salt.', 'Divide among bowls; top with mint, dill, chili oil, and fried garlic and MSG, if using. Spoon coconut milk around.']","['Asian', 'Herb', 'Side', 'Lime', 'Coconut', 'Cucumber', 'Bon Appétit', 'Sugar Conscious', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy Free', 'Wheat/Gluten-Free', 'Peanut Free', 'Tree Nut Free', 'Soy Free', 'No Sugar Added', 'Kosher']"
